    INFO: 2026-07-28 11:04:19,722:               log.py:   20: Logging to D:\EADL-2025-IMIE\Usine Logiciel\xtreme-programming\mdpdf.log
   DEBUG: 2026-07-28 11:04:20,103:      pdf_renderer.py:  470: printSegment: identifiants NTLM via chemin UNC sous
   DEBUG: 2026-07-28 11:04:20,104:      pdf_renderer.py:  470: printSegment: Windows
   DEBUG: 2026-07-28 11:04:20,105:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,106:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: moyenne a elevee si des fichiers statiques sont exposes
   DEBUG: 2026-07-28 11:04:20,107:      pdf_renderer.py:  470: printSegment: F-02 - Vulnerabilite de dependance dans 
   DEBUG: 2026-07-28 11:04:20,108:      pdf_renderer.py:  470: printSegment: alert-service
   DEBUG: 2026-07-28 11:04:20,109:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,110:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,110:      pdf_renderer.py:  470: printSegment: Trivy
   DEBUG: 2026-07-28 11:04:20,111:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,113:      pdf_renderer.py:  470: printSegment: Composant: 
   DEBUG: 2026-07-28 11:04:20,113:      pdf_renderer.py:  470: printSegment: starlette@1.0.0
   DEBUG: 2026-07-28 11:04:20,114:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,115:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,115:      pdf_renderer.py:  470: printSegment: HIGH
   DEBUG: 2026-07-28 11:04:20,116:      pdf_renderer.py:  470: printSegment: , CVSS 
   DEBUG: 2026-07-28 11:04:20,117:      pdf_renderer.py:  470: printSegment: 7.5
   DEBUG: 2026-07-28 11:04:20,118:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,118:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,119:      pdf_renderer.py:  470: printSegment: CWE-918
   DEBUG: 2026-07-28 11:04:20,120:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,121:      pdf_renderer.py:  470: printSegment: Resume: meme vulnerabilite que F-01, avec impact potentiel sur le service d
   DEBUG: 2026-07-28 11:04:20,121:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,123:      pdf_renderer.py:  470: printSegment: alertes
   DEBUG: 2026-07-28 11:04:20,124:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,126:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: moyenne a elevee si la surface HTTP est exposable
   DEBUG: 2026-07-28 11:04:20,127:      pdf_renderer.py:  470: printSegment: F-03 - Risque de denial-of-service dans 
   DEBUG: 2026-07-28 11:04:20,129:      pdf_renderer.py:  470: printSegment: iot-service
   DEBUG: 2026-07-28 11:04:20,130:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,131:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,131:      pdf_renderer.py:  470: printSegment: Trivy
   DEBUG: 2026-07-28 11:04:20,132:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,133:      pdf_renderer.py:  470: printSegment: Composant: 
   DEBUG: 2026-07-28 11:04:20,133:      pdf_renderer.py:  470: printSegment: starlette@1.0.0
   DEBUG: 2026-07-28 11:04:20,134:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,135:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,136:      pdf_renderer.py:  470: printSegment: HIGH
   DEBUG: 2026-07-28 11:04:20,136:      pdf_renderer.py:  470: printSegment: , CVSS 
   DEBUG: 2026-07-28 11:04:20,137:      pdf_renderer.py:  470: printSegment: 7.5
   DEBUG: 2026-07-28 11:04:20,138:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,139:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,140:      pdf_renderer.py:  470: printSegment: CWE-770
   DEBUG: 2026-07-28 11:04:20,141:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,141:      pdf_renderer.py:  470: printSegment: Resume: les limites de 
   DEBUG: 2026-07-28 11:04:20,143:      pdf_renderer.py:  470: printSegment: request.form()
   DEBUG: 2026-07-28 11:04:20,145:      pdf_renderer.py:  470: printSegment:  peuvent etre ignorees pour 
   DEBUG: 2026-07-28 11:04:20,147:      pdf_renderer.py:  470: printSegment: application/x-www-form-urlencoded
   DEBUG: 2026-07-28 11:04:20,147:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,149:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: elevee si des endpoints acceptent des formulaires
   DEBUG: 2026-07-28 11:04:20,150:      pdf_renderer.py:  470: printSegment: F-04 - Risque de denial-of-service dans 
   DEBUG: 2026-07-28 11:04:20,151:      pdf_renderer.py:  470: printSegment: alert-service
   DEBUG: 2026-07-28 11:04:20,152:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,152:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,153:      pdf_renderer.py:  470: printSegment: Trivy
   DEBUG: 2026-07-28 11:04:20,153:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,154:      pdf_renderer.py:  470: printSegment: Composant: 
   DEBUG: 2026-07-28 11:04:20,155:      pdf_renderer.py:  470: printSegment: starlette@1.0.0
   DEBUG: 2026-07-28 11:04:20,156:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,157:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,158:      pdf_renderer.py:  470: printSegment: HIGH
   DEBUG: 2026-07-28 11:04:20,159:      pdf_renderer.py:  470: printSegment: , CVSS 
   DEBUG: 2026-07-28 11:04:20,160:      pdf_renderer.py:  470: printSegment: 7.5
   DEBUG: 2026-07-28 11:04:20,161:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,163:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,164:      pdf_renderer.py:  470: printSegment: CWE-770
   DEBUG: 2026-07-28 11:04:20,164:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,166:      pdf_renderer.py:  470: printSegment: Resume: meme vulnerabilite que F-03 sur le service d
   DEBUG: 2026-07-28 11:04:20,166:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,167:      pdf_renderer.py:  470: printSegment: alertes
   DEBUG: 2026-07-28 11:04:20,168:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,170:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: elevee si des endpoints acceptent des formulaires
   DEBUG: 2026-07-28 11:04:20,171:      pdf_renderer.py:  470: printSegment: F-05 - Appel HTTP a encadrer
   DEBUG: 2026-07-28 11:04:20,172:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,173:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,173:      pdf_renderer.py:  470: printSegment: Bandit
   DEBUG: 2026-07-28 11:04:20,174:      pdf_renderer.py:  470: printSegment:  (
   DEBUG: 2026-07-28 11:04:20,174:      pdf_renderer.py:  470: printSegment: B310
   DEBUG: 2026-07-28 11:04:20,175:      pdf_renderer.py:  470: printSegment: )
   DEBUG: 2026-07-28 11:04:20,176:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,176:      pdf_renderer.py:  470: printSegment: Fichier: 
   DEBUG: 2026-07-28 11:04:20,177:      pdf_renderer.py:  470: printSegment: iot-service/src/iot_service/hubeau_qualite_client.py:201
   DEBUG: 2026-07-28 11:04:20,178:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,178:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,179:      pdf_renderer.py:  470: printSegment: MEDIUM
   DEBUG: 2026-07-28 11:04:20,180:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,180:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,181:      pdf_renderer.py:  470: printSegment: CWE-22
   DEBUG: 2026-07-28 11:04:20,181:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,181:      pdf_renderer.py:  470: printSegment: Resume: usage de 
   DEBUG: 2026-07-28 11:04:20,183:      pdf_renderer.py:  470: printSegment: urllib.request.urlopen()
   DEBUG: 2026-07-28 11:04:20,184:      pdf_renderer.py:  470: printSegment:  a auditer pour les schemas autorises
   DEBUG: 2026-07-28 11:04:20,184:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,185:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: moyenne
   DEBUG: 2026-07-28 11:04:20,186:      pdf_renderer.py:  470: printSegment: F-06 - Exception silencieuse
   DEBUG: 2026-07-28 11:04:20,186:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,187:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,188:      pdf_renderer.py:  470: printSegment: Bandit
   DEBUG: 2026-07-28 11:04:20,188:      pdf_renderer.py:  470: printSegment:  (
   DEBUG: 2026-07-28 11:04:20,189:      pdf_renderer.py:  470: printSegment: B110
   DEBUG: 2026-07-28 11:04:20,189:      pdf_renderer.py:  470: printSegment: )
   DEBUG: 2026-07-28 11:04:20,190:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,191:      pdf_renderer.py:  470: printSegment: Fichier: 
   DEBUG: 2026-07-28 11:04:20,192:      pdf_renderer.py:  470: printSegment: alert-service/src/alert_service/websocket.py:90
   DEBUG: 2026-07-28 11:04:20,192:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,193:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,193:      pdf_renderer.py:  470: printSegment: LOW
   DEBUG: 2026-07-28 11:04:20,194:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,194:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,195:      pdf_renderer.py:  470: printSegment: CWE-703
   DEBUG: 2026-07-28 11:04:20,196:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,196:      pdf_renderer.py:  470: printSegment: Resume: 
   DEBUG: 2026-07-28 11:04:20,198:      pdf_renderer.py:  470: printSegment: try/except/pass
   DEBUG: 2026-07-28 11:04:20,198:      pdf_renderer.py:  470: printSegment:  masque une erreur de fermeture WebSocket
   DEBUG: 2026-07-28 11:04:20,199:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,200:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: faible a moyenne
   DEBUG: 2026-07-28 11:04:20,201:      pdf_renderer.py:  470: printSegment: F-07 - Generateur pseudo-aleatoire non cryptographique
   DEBUG: 2026-07-28 11:04:20,202:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,202:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,203:      pdf_renderer.py:  470: printSegment: Bandit
   DEBUG: 2026-07-28 11:04:20,204:      pdf_renderer.py:  470: printSegment:  (
   DEBUG: 2026-07-28 11:04:20,204:      pdf_renderer.py:  470: printSegment: B311
   DEBUG: 2026-07-28 11:04:20,205:      pdf_renderer.py:  470: printSegment: )
   DEBUG: 2026-07-28 11:04:20,206:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,206:      pdf_renderer.py:  470: printSegment: Fichier: 
   DEBUG: 2026-07-28 11:04:20,207:      pdf_renderer.py:  470: printSegment: iot-service/src/iot_service/simulator/generator.py:51
   DEBUG: 2026-07-28 11:04:20,208:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,209:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,210:      pdf_renderer.py:  470: printSegment: LOW
   DEBUG: 2026-07-28 11:04:20,210:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,211:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,211:      pdf_renderer.py:  470: printSegment: CWE-330
   DEBUG: 2026-07-28 11:04:20,213:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,214:      pdf_renderer.py:  470: printSegment: Resume: 
   DEBUG: 2026-07-28 11:04:20,215:      pdf_renderer.py:  470: printSegment: random.Random()
   DEBUG: 2026-07-28 11:04:20,215:      pdf_renderer.py:  470: printSegment:  n
   DEBUG: 2026-07-28 11:04:20,216:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,217:      pdf_renderer.py:  470: printSegment: est pas adapte a un usage de securite
   DEBUG: 2026-07-28 11:04:20,217:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,218:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: faible dans le contexte actuel de simulation
   DEBUG: 2026-07-28 11:04:20,220:      pdf_renderer.py:  470: printSegment: F-08 - Alea non cryptographique pour le jitter
   DEBUG: 2026-07-28 11:04:20,220:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,221:      pdf_renderer.py:  470: printSegment: Outil: 
   DEBUG: 2026-07-28 11:04:20,222:      pdf_renderer.py:  470: printSegment: Bandit
   DEBUG: 2026-07-28 11:04:20,222:      pdf_renderer.py:  470: printSegment:  (
   DEBUG: 2026-07-28 11:04:20,223:      pdf_renderer.py:  470: printSegment: B311
   DEBUG: 2026-07-28 11:04:20,223:      pdf_renderer.py:  470: printSegment: )
   DEBUG: 2026-07-28 11:04:20,224:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,224:      pdf_renderer.py:  470: printSegment: Fichier: 
   DEBUG: 2026-07-28 11:04:20,226:      pdf_renderer.py:  470: printSegment: iot-service/src/iot_service/simulator/orchestrator.py:118
   DEBUG: 2026-07-28 11:04:20,226:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,227:      pdf_renderer.py:  470: printSegment: Severite: 
   DEBUG: 2026-07-28 11:04:20,228:      pdf_renderer.py:  470: printSegment: LOW
   DEBUG: 2026-07-28 11:04:20,229:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,230:      pdf_renderer.py:  470: printSegment: CWE: 
   DEBUG: 2026-07-28 11:04:20,230:      pdf_renderer.py:  470: printSegment: CWE-330
   DEBUG: 2026-07-28 11:04:20,231:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,231:      pdf_renderer.py:  470: printSegment: Resume: 
   DEBUG: 2026-07-28 11:04:20,233:      pdf_renderer.py:  470: printSegment: random.uniform()
   DEBUG: 2026-07-28 11:04:20,234:      pdf_renderer.py:  470: printSegment:  n
   DEBUG: 2026-07-28 11:04:20,234:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,235:      pdf_renderer.py:  470: printSegment: est pas adapte a un usage de securite
   DEBUG: 2026-07-28 11:04:20,236:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,237:      pdf_renderer.py:  470: printSegment: Exploitabilite estimee: faible dans le contexte actuel de simulation
   DEBUG: 2026-07-28 11:04:20,238:      pdf_renderer.py:  470: printSegment: 6. Analyse contextuelle des findings
   DEBUG: 2026-07-28 11:04:20,239:      pdf_renderer.py:  470: printSegment: F-01 / F-02 - Starlette 
   DEBUG: 2026-07-28 11:04:20,240:      pdf_renderer.py:  470: printSegment: CVE-2026-48818
   DEBUG: 2026-07-28 11:04:20,241:      pdf_renderer.py:  470: printSegment: Les deux services reposent sur 
   DEBUG: 2026-07-28 11:04:20,242:      pdf_renderer.py:  470: printSegment: FastAPI
   DEBUG: 2026-07-28 11:04:20,243:      pdf_renderer.py:  470: printSegment: , qui embarque 
   DEBUG: 2026-07-28 11:04:20,244:      pdf_renderer.py:  470: printSegment: Starlette
   DEBUG: 2026-07-28 11:04:20,245:      pdf_renderer.py:  470: printSegment: . La version verrouillee 
   DEBUG: 2026-07-28 11:04:20,246:      pdf_renderer.py:  470: printSegment: starlette@1.0.0
   DEBUG: 2026-07-28 11:04:20,249:      pdf_renderer.py:  470: printSegment:  est vulnerable a un scenario SSRF sous Windows avec tentative de resolution de chemin
   DEBUG: 2026-07-28 11:04:20,250:      pdf_renderer.py:  470: printSegment: UNC, pouvant provoquer une fuite NTLM.
   DEBUG: 2026-07-28 11:04:20,252:      pdf_renderer.py:  470: printSegment: Dans votre contexte de TP sous Windows, cette remontee est a prendre au serieux meme si l
   DEBUG: 2026-07-28 11:04:20,253:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,253:      pdf_renderer.py:  470: printSegment: exploitabilite
   DEBUG: 2026-07-28 11:04:20,254:      pdf_renderer.py:  470: printSegment: exacte depend de l
   DEBUG: 2026-07-28 11:04:20,255:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,256:      pdf_renderer.py:  470: printSegment: usage de 
   DEBUG: 2026-07-28 11:04:20,257:      pdf_renderer.py:  470: printSegment: StaticFiles
   DEBUG: 2026-07-28 11:04:20,257:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-07-28 11:04:20,259:      pdf_renderer.py:  470: printSegment: F-03 / F-04 - Starlette 
   DEBUG: 2026-07-28 11:04:20,260:      pdf_renderer.py:  470: printSegment: CVE-2026-54283
   DEBUG: 2026-07-28 11:04:20,261:      pdf_renderer.py:  470: printSegment: La version 
   DEBUG: 2026-07-28 11:04:20,261:      pdf_renderer.py:  470: printSegment: starlette@1.0.0
   DEBUG: 2026-07-28 11:04:20,264:      pdf_renderer.py:  470: printSegment:  est egalement vulnerable a un contournement des limites de parsing pour les
   DEBUG: 2026-07-28 11:04:20,265:      pdf_renderer.py:  470: printSegment: corps 
   DEBUG: 2026-07-28 11:04:20,266:      pdf_renderer.py:  470: printSegment: application/x-www-form-urlencoded
   DEBUG: 2026-07-28 11:04:20,267:      pdf_renderer.py:  470: printSegment: , avec impact de type denial-of-service.
   DEBUG: 2026-07-28 11:04:20,269:      pdf_renderer.py:  470: printSegment: Cette faille est tres pertinente pour des APIs exposees publiquement.
   DEBUG: 2026-07-28 11:04:20,270:      pdf_renderer.py:  470: printSegment: F-05 - Appel externe via 
   DEBUG: 2026-07-28 11:04:20,271:      pdf_renderer.py:  470: printSegment: urlopen
   DEBUG: 2026-07-28 11:04:20,272:      pdf_renderer.py:  470: printSegment: Le point ci-dessous merite revue:
   DEBUG: 2026-07-28 11:04:20,273:      pdf_renderer.py:  470: printSegment:             f"?code_station={station_code}"
   DEBUG: 2026-07-28 11:04:20,273:      pdf_renderer.py:  470: printSegment:             f"&code_parametre={parameter_code}"
   DEBUG: 2026-07-28 11:04:20,274:      pdf_renderer.py:  470: printSegment:             f"&size=20"
   DEBUG: 2026-07-28 11:04:20,275:      pdf_renderer.py:  470: printSegment:             f"&sort=desc"
   DEBUG: 2026-07-28 11:04:20,276:      pdf_renderer.py:  470: printSegment:         )
   DEBUG: 2026-07-28 11:04:20,277:      pdf_renderer.py:  470: printSegment:         try:
   DEBUG: 2026-07-28 11:04:20,279:      pdf_renderer.py:  470: printSegment:             with urllib.request.urlopen(url,
   DEBUG: 2026-07-28 11:04:20,279:      pdf_renderer.py:  470: printSegment: timeout=self._timeout) as resp:
   DEBUG: 2026-07-28 11:04:20,280:      pdf_renderer.py:  470: printSegment:                 payload = json.loads(resp.read())
   DEBUG: 2026-07-28 11:04:20,281:      pdf_renderer.py:  470: printSegment: Le risque n
   DEBUG: 2026-07-28 11:04:20,281:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,283:      pdf_renderer.py:  470: printSegment: est pas un SSRF prouve en l
   DEBUG: 2026-07-28 11:04:20,284:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,284:      pdf_renderer.py:  470: printSegment: etat, car l
   DEBUG: 2026-07-28 11:04:20,285:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,286:      pdf_renderer.py:  470: printSegment: URL semble construiree depuis une base constante. En
   DEBUG: 2026-07-28 11:04:20,287:      pdf_renderer.py:  470: printSegment: revanche, l
   DEBUG: 2026-07-28 11:04:20,288:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,288:      pdf_renderer.py:  470: printSegment: outil signale correctement qu
   DEBUG: 2026-07-28 11:04:20,289:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,289:      pdf_renderer.py:  470: printSegment: un appel 
   DEBUG: 2026-07-28 11:04:20,290:      pdf_renderer.py:  470: printSegment: urlopen
   DEBUG: 2026-07-28 11:04:20,293:      pdf_renderer.py:  470: printSegment:  doit etre justifie, encadre et si possible remplace
   DEBUG: 2026-07-28 11:04:20,293:      pdf_renderer.py:  470: printSegment: par un client HTTP mieux controle.
   DEBUG: 2026-07-28 11:04:20,295:      pdf_renderer.py:  470: printSegment: F-06 - Exception masquee
   DEBUG: 2026-07-28 11:04:20,296:      pdf_renderer.py:  470: printSegment:         except Exception:
   DEBUG: 2026-07-28 11:04:20,298:      pdf_renderer.py:  470: printSegment:             logger.warning("WebSocket send failed, closing
   DEBUG: 2026-07-28 11:04:20,298:      pdf_renderer.py:  470: printSegment: connection")
   DEBUG: 2026-07-28 11:04:20,299:      pdf_renderer.py:  470: printSegment:             try:
   DEBUG: 2026-07-28 11:04:20,300:      pdf_renderer.py:  470: printSegment:                 await ws.close()
   DEBUG: 2026-07-28 11:04:20,301:      pdf_renderer.py:  470: printSegment:             except Exception:
   DEBUG: 2026-07-28 11:04:20,301:      pdf_renderer.py:  470: printSegment:                 pass
   DEBUG: 2026-07-28 11:04:20,302:      pdf_renderer.py:  470: printSegment:             return False
   DEBUG: 2026-07-28 11:04:20,303:      pdf_renderer.py:  470: printSegment: Le 
   DEBUG: 2026-07-28 11:04:20,303:      pdf_renderer.py:  470: printSegment: pass
   DEBUG: 2026-07-28 11:04:20,304:      pdf_renderer.py:  470: printSegment:  empeche toute trace precise d
   DEBUG: 2026-07-28 11:04:20,304:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,305:      pdf_renderer.py:  470: printSegment: un probleme de fermeture, ce qui degrade la detectabilite et l
   DEBUG: 2026-07-28 11:04:20,306:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,306:      pdf_renderer.py:  470: printSegment: investigation d
   DEBUG: 2026-07-28 11:04:20,307:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,308:      pdf_renderer.py:  470: printSegment: incident.
   DEBUG: 2026-07-28 11:04:20,309:      pdf_renderer.py:  470: printSegment: F-07 / F-08 - Usage de 
   DEBUG: 2026-07-28 11:04:20,310:      pdf_renderer.py:  470: printSegment: random
   DEBUG: 2026-07-28 11:04:20,312:      pdf_renderer.py:  470: printSegment:     def __init__(self, sensor: SensorProfile, seed: int | None =
   DEBUG: 2026-07-28 11:04:20,312:      pdf_renderer.py:  470: printSegment: None):
   DEBUG: 2026-07-28 11:04:20,313:      pdf_renderer.py:  470: printSegment:         self.sensor = sensor
   DEBUG: 2026-07-28 11:04:20,314:      pdf_renderer.py:  470: printSegment:         self.rng = random.Random(seed)
   DEBUG: 2026-07-28 11:04:20,315:      pdf_renderer.py:  470: printSegment:         # Current state for random walk
   DEBUG: 2026-07-28 11:04:20,316:      pdf_renderer.py:  470: printSegment:             wait_time = self._config.interval_seconds +
   DEBUG: 2026-07-28 11:04:20,317:      pdf_renderer.py:  470: printSegment: random.uniform(
   DEBUG: 2026-07-28 11:04:20,318:      pdf_renderer.py:  470: printSegment:                 -self._config.jitter_seconds,
   DEBUG: 2026-07-28 11:04:20,319:      pdf_renderer.py:  470: printSegment:                 self._config.jitter_seconds,
   DEBUG: 2026-07-28 11:04:20,319:      pdf_renderer.py:  470: printSegment:             )
   DEBUG: 2026-07-28 11:04:20,324:      pdf_renderer.py:  470: printSegment: Ces findings sont faibles car ce code sert a la simulation et non a un mecanisme de securite. Ils doivent etre
   DEBUG: 2026-07-28 11:04:20,325:      pdf_renderer.py:  470: printSegment: gardes dans le rapport, mais clairement de-priorises.
   DEBUG: 2026-07-28 11:04:20,326:      pdf_renderer.py:  470: printSegment: 7. Plan de remediations
   DEBUG: 2026-07-28 11:04:20,327:      pdf_renderer.py:  470: printSegment: | ID | Action proposee | Type | Proprietaire | SLA propose |
   DEBUG: 2026-07-28 11:04:20,328:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,330:      pdf_renderer.py:  470: printSegment: |---|---|---|---|---|
   DEBUG: 2026-07-28 11:04:20,330:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,331:      pdf_renderer.py:  470: printSegment: | F-01 | Mettre a jour 
   DEBUG: 2026-07-28 11:04:20,332:      pdf_renderer.py:  470: printSegment: FastAPI/Starlette
   DEBUG: 2026-07-28 11:04:20,333:      pdf_renderer.py:  470: printSegment:  pour obtenir au minimum 
   DEBUG: 2026-07-28 11:04:20,334:      pdf_renderer.py:  470: printSegment: starlette>=1.1.0
   DEBUG: 2026-07-28 11:04:20,336:      pdf_renderer.py:  470: printSegment: , puis retester les routes statiques |
   DEBUG: 2026-07-28 11:04:20,337:      pdf_renderer.py:  470: printSegment: Upgrade | Dev backend | 7 jours |
   DEBUG: 2026-07-28 11:04:20,338:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,339:      pdf_renderer.py:  470: printSegment: | F-02 | Meme action que F-01 sur 
   DEBUG: 2026-07-28 11:04:20,339:      pdf_renderer.py:  470: printSegment: alert-service
   DEBUG: 2026-07-28 11:04:20,341:      pdf_renderer.py:  470: printSegment:  | Upgrade | Dev
   DEBUG: 2026-07-28 11:04:20,342:      pdf_renderer.py:  470: printSegment: backend | 7 jours |
   DEBUG: 2026-07-28 11:04:20,343:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,345:      pdf_renderer.py:  470: printSegment: | F-03 | Mettre a jour 
   DEBUG: 2026-07-28 11:04:20,346:      pdf_renderer.py:  470: printSegment: FastAPI/Starlette
   DEBUG: 2026-07-28 11:04:20,347:      pdf_renderer.py:  470: printSegment:  vers une version embarquant 
   DEBUG: 2026-07-28 11:04:20,348:      pdf_renderer.py:  470: printSegment: starlette>=1.3.1
   DEBUG: 2026-07-28 11:04:20,353:      pdf_renderer.py:  470: printSegment: ; ajouter en plus des limites de payload cote reverse proxy/API | Upgrade + mitigation |
   DEBUG: 2026-07-28 11:04:20,354:      pdf_renderer.py:  470: printSegment: Dev backend + Ops | 7 jours |
